pair_id,label,similarity_score,score_hash,score_mse,score_ssim,score_mobilenet,annotator,note,timestamp
42,0,0.404037,8.000000,5716.913574,0.531472,0.938557,K,,2026-04-09T17:31:14
43,0,0.214007,49.000000,18352.336426,0.283975,0.380023,K,,2026-04-09T17:31:14
44,0,0.200790,24.000000,17119.027100,0.248998,0.349612,K,,2026-04-09T17:31:15
45,0,0.301240,15.000000,10493.015137,0.289731,0.859885,K,,2026-04-09T17:31:15
46,0,0.225549,16.000000,21488.289063,0.268009,0.588087,K,,2026-04-09T17:31:16
47,0,0.244858,45.000000,18265.008545,0.242738,0.482859,K,,2026-04-09T17:31:16
48,0,0.636844,8.000000,1755.484863,0.725321,0.890484,K,,2026-04-09T17:31:17
49,0,0.117468,15.000000,13550.195557,0.408874,0.247311,K,,2026-04-09T17:31:17
50,0,0.219102,45.000000,25366.319092,0.214284,0.397008,K,,2026-04-09T17:31:17
51,0,0.414778,43.000000,12509.836182,0.325298,0.884889,K,,2026-04-09T17:31:18
52,0,0.166859,24.000000,13288.288330,0.377754,0.236510,K,,2026-04-09T17:31:18
53,0,0.290330,39.000000,19255.374756,0.205254,0.634433,K,,2026-04-09T17:31:19
54,0,0.262349,13.000000,14588.580811,0.291504,0.769233,K,,2026-04-09T17:31:19
55,0,0.167021,17.000000,11819.327637,0.376573,0.337163,K,,2026-04-09T17:31:20
56,0,0.228628,38.000000,23847.997803,0.239965,0.428760,K,,2026-04-09T17:31:20
57,0,0.471694,44.000000,14817.709229,0.241123,0.906153,K,,2026-04-09T17:31:21
58,0,0.230309,43.000000,14989.021729,0.424188,0.391621,K,,2026-04-09T17:31:21
59,0,0.345594,18.000000,14600.377441,0.410975,0.652429,K,,2026-04-09T17:31:22
60,0,0.371123,12.000000,5772.260742,0.580630,0.920289,K,,2026-04-09T17:31:22
61,0,0.267279,20.000000,23478.750488,0.249779,0.649214,K,,2026-04-09T17:31:22
62,0,0.156649,15.000000,21707.840820,0.390119,0.377913,K,,2026-04-09T17:31:23
63,0,0.413896,20.000000,18406.369141,0.124252,0.802831,K,,2026-04-09T17:31:23
64,0,0.227753,50.000000,14751.790527,0.290095,0.425843,K,,2026-04-09T17:31:24
65,0,0.230005,30.000000,25162.839600,0.195450,0.433349,K,,2026-04-09T17:31:24
66,0,0.477249,27.000000,24659.388184,0.219827,0.822699,K,,2026-04-09T17:31:25
67,0,0.181231,15.000000,23388.474854,0.396414,0.459854,K,,2026-04-09T17:31:25
68,0,0.226739,48.000000,20721.502197,0.341038,0.422462,K,,2026-04-09T17:31:26
69,0,0.497254,3.000000,2507.443848,0.702935,0.940431,K,,2026-04-09T17:31:26
70,0,0.190738,18.000000,13226.514648,0.247032,0.433064,K,,2026-04-09T17:31:26
71,0,0.225327,23.000000,16010.638428,0.247550,0.450894,K,,2026-04-09T17:31:27
72,0,0.250081,16.000000,11576.202881,0.437935,0.669862,K,,2026-04-09T17:31:27
73,0,0.228148,38.000000,17687.161377,0.170332,0.427159,K,,2026-04-09T17:31:28
74,0,0.173031,17.000000,11894.610352,0.397223,0.393533,K,,2026-04-09T17:31:28
75,0,0.365664,41.000000,13774.395264,0.258662,0.885547,K,,2026-04-09T17:31:29
76,0,0.211886,18.000000,16910.406006,0.285685,0.503558,K,,2026-04-09T17:31:29
77,0,0.237507,49.000000,15384.025146,0.390751,0.458358,K,,2026-04-09T17:31:30
78,0,0.484967,39.000000,2698.531006,0.615005,0.915595,K,,2026-04-09T17:31:30
79,0,0.201587,19.000000,26209.806396,0.303987,0.449733,K,,2026-04-09T17:31:31
80,0,0.230993,46.000000,18381.026855,0.323922,0.436642,K,,2026-04-09T17:31:32
81,0,0.324411,30.000000,24323.592041,0.159368,0.748038,K,,2026-04-09T17:31:32
82,0,0.184615,18.000000,9672.711670,0.462453,0.412654,K,,2026-04-09T17:31:32
83,0,0.515442,12.000000,4790.034424,0.567074,0.955228,K,,2026-04-09T17:31:33
84,0,0.660044,4.000000,2772.557373,0.746098,0.939829,K,,2026-04-09T17:31:33
85,0,0.135658,15.000000,21367.531738,0.403915,0.307944,K,,2026-04-09T17:31:34
86,0,0.251190,25.000000,19878.757813,0.228578,0.503966,K,,2026-04-09T17:31:34
87,0,0.769759,0.000000,2093.124268,0.850286,0.912826,K,,2026-04-09T17:31:34
88,0,0.234348,46.000000,19382.114746,0.270152,0.447827,K,,2026-04-09T17:31:35
89,0,0.286403,20.000000,18062.445801,0.319305,0.712962,K,,2026-04-09T17:31:35
90,0,0.341271,15.000000,5459.827148,0.525738,0.768963,K,,2026-04-09T17:31:36
91,0,0.483089,9.000000,6551.540771,0.767077,0.571883,K,,2026-04-09T17:31:36
92,0,0.182709,21.000000,17691.726807,0.295397,0.347822,K,,2026-04-09T17:31:37
93,0,0.324778,8.000000,4381.784424,0.560503,0.923767,K,,2026-04-09T17:31:37
94,0,0.156015,16.000000,17117.835693,0.353124,0.356306,K,,2026-04-09T17:31:37
95,0,0.563269,9.000000,4041.399902,0.622322,0.953565,K,,2026-04-09T17:31:38
96,0,0.596131,5.000000,3550.900635,0.676711,0.954170,K,,2026-04-09T17:31:38
97,0,0.207240,42.000000,24346.111572,0.385404,0.357467,K,,2026-04-09T17:31:38
98,0,0.285203,21.000000,20633.053223,0.302417,0.689467,K,,2026-04-09T17:31:39
99,0,0.321957,17.000000,12462.548096,0.304973,0.889953,K,,2026-04-09T17:31:39
100,0,0.226426,48.000000,8469.468018,0.474814,0.421420,K,,2026-04-09T17:31:39
101,0,0.225073,25.000000,24118.907715,0.275400,0.416908,K,,2026-04-09T17:31:40
102,0,0.465702,27.000000,26746.169434,0.255395,0.835306,K,,2026-04-09T17:31:40
103,0,0.248391,48.000000,14859.685303,0.340739,0.420237,K,,2026-04-09T17:31:40
104,0,0.146542,11.000000,13133.319336,0.337475,0.422198,K,,2026-04-09T17:31:41
105,0,0.325441,20.000000,7972.954346,0.361268,0.843087,K,,2026-04-09T17:31:41
106,0,0.136136,18.000000,13640.549072,0.405731,0.251058,K,,2026-04-09T17:31:41
107,0,0.222407,52.000000,17840.309082,0.320370,0.408023,K,,2026-04-09T17:31:42
108,0,0.346338,25.000000,20087.666992,0.085151,0.821126,K,,2026-04-09T17:31:42
109,0,0.431235,4.000000,7676.460693,0.393449,0.937451,K,,2026-04-09T17:31:42
110,0,0.218483,43.000000,22078.284912,0.314365,0.394942,K,,2026-04-09T17:31:42
111,0,0.581626,7.000000,1814.048584,0.751274,0.657018,K,,2026-04-09T17:31:43
112,0,0.216462,21.000000,17658.603760,0.149023,0.460332,K,,2026-04-09T17:31:43
113,0,0.330655,15.000000,7550.247314,0.607851,0.315802,K,,2026-04-09T17:31:43
114,0,0.304002,10.000000,5158.205322,0.575880,0.754417,K,,2026-04-09T17:31:44
115,0,0.204908,49.000000,16696.655518,0.309023,0.349694,K,,2026-04-09T17:31:44
116,0,0.132672,11.000000,12248.247803,0.365865,0.337566,K,,2026-04-09T17:31:44
117,0,0.611881,5.000000,2265.493164,0.678588,0.933199,K,,2026-04-09T17:31:44
118,0,0.195165,45.000000,18140.294922,0.314653,0.317216,K,,2026-04-09T17:31:44
119,0,0.180052,13.000000,23552.046631,0.332297,0.494911,K,,2026-04-09T17:31:45
120,0,0.336216,23.000000,22386.632568,0.396092,0.820526,K,,2026-04-09T17:31:45
121,0,0.205939,39.000000,18780.425293,0.196141,0.353129,K,,2026-04-09T17:31:46
122,0,0.274024,11.000000,13716.864990,0.390984,0.633217,K,,2026-04-09T17:31:46
123,0,0.325949,18.000000,5482.204834,0.287490,0.799500,K,,2026-04-09T17:31:47
124,0,0.770947,2.000000,884.742920,0.771472,0.971551,K,,2026-04-09T17:31:47
125,0,0.307039,22.000000,21164.343018,0.241861,0.742762,K,,2026-04-09T17:31:48
126,0,0.369035,34.000000,21597.996826,0.133250,0.896782,K,,2026-04-09T17:31:48
127,0,0.249608,44.000000,23737.907959,0.180637,0.498694,K,,2026-04-09T17:31:48
128,0,0.208104,24.000000,15474.786621,0.451930,0.373991,K,,2026-04-09T17:31:49
