pair_id,label,similarity_score,score_hash,score_mse,score_ssim,score_mobilenet,annotator,note,timestamp
107,2,0.322395,18.000000,19748.613525,0.449579,0.691648,anonymous,,2026-04-12T19:53:59
108,1,0.346198,25.000000,20088.529541,0.085155,0.820662,anonymous,,2026-04-12T19:54:00
109,0,0.146618,17.000000,12851.900879,0.328074,0.305491,anonymous,,2026-04-12T19:54:01
110,0,0.205243,22.000000,29123.536865,0.240197,0.403443,anonymous,,2026-04-12T19:54:01
111,2,0.278897,26.000000,4939.561768,0.382886,0.596323,anonymous,,2026-04-12T19:54:04
112,1,0.273112,28.000000,19681.259033,0.158447,0.577040,anonymous,,2026-04-12T19:54:05
113,0,0.213721,44.000000,16392.615479,0.321224,0.379071,anonymous,,2026-04-12T19:54:05
114,1,0.306304,10.000000,5152.419434,0.577797,0.754472,anonymous,,2026-04-12T19:54:07
115,0,0.145607,15.000000,12119.387207,0.392053,0.341106,anonymous,,2026-04-12T19:54:08
116,0,0.228649,42.000000,27526.723145,0.241779,0.428830,anonymous,,2026-04-12T19:54:08
117,3,0.612218,5.000000,2257.493164,0.678050,0.936845,anonymous,,2026-04-12T19:54:09
118,0,0.227256,41.000000,20869.816162,0.311697,0.424187,anonymous,,2026-04-12T19:54:10
119,0,0.237400,24.000000,23391.897705,0.246375,0.471646,anonymous,,2026-04-12T19:54:11
120,1,0.336312,23.000000,22385.659912,0.396041,0.820846,anonymous,,2026-04-12T19:54:12
121,0,0.209702,23.000000,16911.997314,0.400135,0.398811,anonymous,,2026-04-12T19:54:12
122,0,0.201359,19.000000,19634.863281,0.269817,0.448976,anonymous,,2026-04-12T19:54:13
123,1,0.325582,18.000000,5481.216553,0.287452,0.799825,anonymous,,2026-04-12T19:54:17
124,0,0.233660,46.000000,18744.387451,0.193230,0.445533,anonymous,,2026-04-12T19:54:17
125,0,0.198044,21.000000,17888.576172,0.231948,0.398939,anonymous,,2026-04-12T19:54:18
126,1,0.368558,34.000000,21489.786377,0.133403,0.895194,anonymous,,2026-04-12T19:54:24
127,0,0.253240,39.000000,22924.283691,0.210261,0.510799,anonymous,,2026-04-12T19:54:25
128,0,0.241870,40.000000,10455.692139,0.264102,0.472901,anonymous,,2026-04-12T19:54:26
129,2,0.236016,13.000000,4730.043457,0.498559,0.681456,anonymous,,2026-04-12T19:54:28
130,0,0.223120,45.000000,12124.747803,0.192079,0.410399,anonymous,,2026-04-12T19:54:29
131,1,0.337733,50.000000,13961.884277,0.367818,0.591406,anonymous,,2026-04-12T19:54:30
132,1,0.297862,41.000000,14028.266357,0.276936,0.659541,anonymous,,2026-04-12T19:54:31
133,0,0.242409,19.000000,21624.851563,0.327225,0.585807,anonymous,,2026-04-12T19:54:32
134,0,0.189351,48.000000,11578.008057,0.468569,0.297836,anonymous,,2026-04-12T19:54:32
135,3,0.278547,8.000000,8581.095703,0.515914,0.920693,anonymous,,2026-04-12T19:54:34
136,0,0.238065,53.000000,14639.258789,0.416173,0.460217,anonymous,,2026-04-12T19:54:34
137,1,0.361609,21.000000,18387.813477,0.190682,0.646965,anonymous,,2026-04-12T19:54:35
138,2,0.243915,21.000000,17356.815430,0.328350,0.551841,anonymous,,2026-04-12T19:54:37
139,0,0.240604,43.000000,24450.412842,0.249126,0.468681,anonymous,,2026-04-12T19:54:38
140,0,0.199726,11.000000,17710.005127,0.245766,0.582282,anonymous,,2026-04-12T19:54:40
141,1,0.324761,35.000000,21507.157959,0.111915,0.749204,anonymous,,2026-04-12T19:54:41
142,1,0.338245,23.000000,28122.988525,0.182177,0.752889,anonymous,,2026-04-12T19:54:42
143,0,0.206854,35.000000,31214.888672,0.259283,0.356180,anonymous,,2026-04-12T19:54:43
144,3,0.384561,9.000000,7244.770752,0.534932,0.925356,anonymous,,2026-04-12T19:54:45
145,0,0.195282,21.000000,15938.496338,0.450500,0.389732,anonymous,,2026-04-12T19:54:45
146,0,0.223929,40.000000,17826.565430,0.318812,0.413096,anonymous,,2026-04-12T19:54:46
147,2,0.302292,10.000000,4839.362061,0.561420,0.646523,anonymous,,2026-04-12T19:54:49
148,1,0.264773,45.000000,16847.884033,0.221448,0.549244,anonymous,,2026-04-12T19:54:50
149,1,0.380302,28.000000,25269.052490,0.216629,0.781676,anonymous,,2026-04-12T19:54:52
150,1,0.406784,53.000000,3949.263916,0.547899,0.921673,anonymous,,2026-04-12T19:54:53
151,2,0.345429,21.000000,21044.974854,0.244900,0.782396,anonymous,,2026-04-12T19:54:56
152,1,0.297537,50.000000,8964.656494,0.399357,0.519707,anonymous,,2026-04-12T19:54:58
153,3,0.268794,5.000000,4992.957520,0.495504,0.895981,anonymous,,2026-04-12T19:54:59
154,0,0.248240,46.000000,20111.583984,0.235913,0.494135,anonymous,,2026-04-12T19:55:00
155,0,0.156015,16.000000,17117.835693,0.353124,0.356306,anonymous,,2026-04-12T19:55:01
156,2,0.280956,20.000000,15162.882568,0.340651,0.694803,anonymous,,2026-04-12T19:55:02
157,2,0.431235,4.000000,7676.460693,0.393449,0.937451,anonymous,,2026-04-12T19:55:04
158,3,0.326918,20.000000,19846.943359,0.470938,0.668622,anonymous,,2026-04-12T19:55:06
159,3,0.424460,19.000000,13423.300781,0.187999,0.886470,anonymous,,2026-04-12T19:55:10
160,0,0.227293,51.000000,20205.718994,0.319355,0.424311,anonymous,,2026-04-12T19:55:11
161,0,0.159778,17.000000,15628.103760,0.368116,0.349356,anonymous,,2026-04-12T19:55:11
162,1,0.486182,42.000000,9029.559082,0.379338,0.904384,anonymous,,2026-04-12T19:55:14
163,0,0.215013,23.000000,16452.603760,0.236133,0.416515,anonymous,,2026-04-12T19:55:15
164,0,0.197648,21.000000,16374.739746,0.264337,0.397619,anonymous,,2026-04-12T19:55:16
165,2,0.300748,22.000000,15009.879883,0.399032,0.721792,anonymous,,2026-04-12T19:55:17
166,0,0.227202,48.000000,18500.020996,0.302210,0.424005,anonymous,,2026-04-12T19:55:18
167,0,0.246026,40.000000,19059.865479,0.238319,0.486755,anonymous,,2026-04-12T19:55:19
168,3,0.408619,5.000000,4614.517334,0.632898,0.923322,anonymous,,2026-04-12T19:55:21
169,0,0.213986,41.000000,15092.169434,0.285429,0.379952,anonymous,,2026-04-12T19:55:21
170,0,0.218193,44.000000,13471.797363,0.281599,0.393975,anonymous,,2026-04-12T19:55:22
171,3,0.459575,10.000000,1802.612549,0.664413,0.878033,anonymous,,2026-04-12T19:55:23
172,2,0.522079,7.000000,9267.830322,0.606676,0.905736,anonymous,,2026-04-12T19:55:25
173,1,0.274092,17.000000,24522.058838,0.354196,0.730405,anonymous,,2026-04-12T19:55:25
174,2,0.269394,57.000000,7635.950684,0.438987,0.564647,anonymous,,2026-04-12T19:55:27
175,0,0.209665,47.000000,20989.360107,0.311102,0.365550,anonymous,,2026-04-12T19:55:27
176,0,0.265516,14.000000,14781.263672,0.278859,0.580686,anonymous,,2026-04-12T19:55:29
177,3,0.445050,5.000000,5630.964111,0.667572,0.906961,anonymous,,2026-04-12T19:55:30
178,0,0.250390,47.000000,25618.630615,0.440141,0.501299,anonymous,,2026-04-12T19:55:31
179,0,0.169159,19.000000,14251.737793,0.301865,0.341641,anonymous,,2026-04-12T19:55:31
180,1,0.243883,6.000000,9349.653076,0.368334,0.812942,anonymous,,2026-04-12T19:55:33
181,0,0.224028,46.000000,17676.120117,0.324680,0.413427,anonymous,,2026-04-12T19:55:34
182,0,0.222354,23.000000,21044.742432,0.169736,0.440985,anonymous,,2026-04-12T19:55:36
183,2,0.271994,27.000000,4816.856689,0.332094,0.573315,anonymous,,2026-04-12T19:55:37
184,0,0.178328,16.000000,18527.198486,0.347993,0.430684,anonymous,,2026-04-12T19:55:38
185,0,0.203640,38.000000,19686.757568,0.228598,0.345466,anonymous,,2026-04-12T19:55:39
186,1,0.494764,23.000000,14459.839600,0.214935,0.912821,anonymous,,2026-04-12T19:55:41
187,1,0.292809,14.000000,13276.420654,0.421831,0.635293,anonymous,,2026-04-12T19:55:42
188,0,0.278766,15.000000,15342.721924,0.316896,0.605213,anonymous,,2026-04-12T19:55:44
189,2,0.363208,23.000000,18047.387939,0.441349,0.910498,anonymous,,2026-04-12T19:55:47
190,0,0.259945,45.000000,20221.828369,0.183246,0.533148,anonymous,,2026-04-12T19:55:48
191,0,0.176516,19.000000,17393.100830,0.208843,0.366165,anonymous,,2026-04-12T19:55:50
192,2,0.234914,18.000000,30720.460205,0.405032,0.580319,anonymous,,2026-04-12T19:55:51
193,0,0.204893,35.000000,30772.665283,0.249877,0.349642,anonymous,,2026-04-12T19:55:52
194,0,0.196457,24.000000,17192.778320,0.256762,0.335169,anonymous,,2026-04-12T19:55:52
195,3,0.484618,4.000000,2666.449707,0.686867,0.962170,anonymous,,2026-04-12T19:55:54
196,0,0.174025,43.000000,19883.470459,0.238505,0.246749,anonymous,,2026-04-12T19:55:54
197,0,0.207492,37.000000,8795.535645,0.344265,0.358307,anonymous,,2026-04-12T19:55:55
198,3,0.704299,6.000000,2564.246826,0.775195,0.931731,anonymous,,2026-04-12T19:55:56
199,0,0.180168,43.000000,13793.576172,0.405062,0.267227,anonymous,,2026-04-12T19:55:57
200,0,0.184057,20.000000,10671.270508,0.292482,0.371807,anonymous,,2026-04-12T19:55:57
201,2,0.361417,8.000000,4199.197021,0.657225,0.510829,anonymous,,2026-04-12T19:55:59
202,0,0.194215,24.000000,13771.447998,0.317345,0.327697,anonymous,,2026-04-12T19:55:59
203,0,0.193467,47.000000,16741.511230,0.323581,0.311555,anonymous,,2026-04-12T19:56:00
204,3,0.444848,8.000000,5934.945313,0.659887,0.838874,anonymous,,2026-04-12T19:56:01
205,0,0.175978,18.000000,12332.684814,0.449164,0.346203,anonymous,,2026-04-12T19:56:02
206,1,0.266301,26.000000,17498.759033,0.270182,0.554335,anonymous,,2026-04-12T19:56:04
207,3,0.440199,40.000000,4259.949707,0.583665,0.890917,anonymous,,2026-04-12T19:56:07
208,0,0.207636,40.000000,20166.446533,0.254101,0.358785,anonymous,,2026-04-12T19:56:08
209,0,0.194680,19.000000,15319.894287,0.258547,0.426710,anonymous,,2026-04-12T19:56:09
210,2,0.316513,30.000000,18895.350830,0.268052,0.721709,anonymous,,2026-04-12T19:56:10
211,2,0.288818,20.000000,19923.631348,0.261696,0.721012,anonymous,,2026-04-12T19:56:11
212,0,0.244168,40.000000,21941.013916,0.159053,0.480560,anonymous,,2026-04-12T19:56:12
213,3,0.412841,10.000000,2740.659668,0.523249,0.933696,anonymous,,2026-04-12T19:56:13
214,2,0.361700,25.000000,24835.858398,0.374028,0.692575,anonymous,,2026-04-12T19:56:14
215,0,0.208601,30.000000,20180.999512,0.211820,0.362002,anonymous,,2026-04-12T19:56:14
216,3,0.320929,3.000000,5024.825928,0.589404,0.803875,anonymous,,2026-04-12T19:56:16
217,0,0.215783,22.000000,5013.339600,0.327545,0.438576,anonymous,,2026-04-12T19:56:16
218,1,0.334801,21.000000,28564.124512,0.224948,0.709933,anonymous,,2026-04-12T19:56:17
219,3,0.281449,12.000000,2854.344482,0.532649,0.812062,anonymous,,2026-04-12T19:56:21
220,2,0.497864,18.000000,18585.882568,0.197239,0.956817,anonymous,,2026-04-12T19:56:22
221,0,0.215964,46.000000,21396.015137,0.166650,0.386547,anonymous,,2026-04-12T19:56:22
222,1,0.693758,5.000000,1343.512207,0.855040,0.914978,anonymous,,2026-04-12T19:56:25
223,0,0.238965,23.000000,20312.166748,0.279424,0.496354,anonymous,,2026-04-12T19:56:26
224,0,0.191276,22.000000,13366.344482,0.274053,0.356884,anonymous,,2026-04-12T19:56:27
225,3,0.518384,4.000000,3331.793701,0.638618,0.929524,anonymous,,2026-04-12T19:56:28
226,1,0.295661,47.000000,18141.378662,0.249041,0.652203,anonymous,,2026-04-12T19:56:29
227,0,0.236206,47.000000,13607.046387,0.428712,0.350391,anonymous,,2026-04-12T19:56:30
228,3,0.449478,50.000000,12204.370605,0.401790,0.886658,anonymous,,2026-04-12T19:56:31
229,0,0.191574,37.000000,20789.305908,0.281763,0.305248,anonymous,,2026-04-12T19:56:32
230,0,0.210420,47.000000,7001.448975,0.442045,0.368066,anonymous,,2026-04-12T19:56:32
231,3,0.584796,2.000000,1161.853027,0.758210,0.923588,anonymous,,2026-04-12T19:56:33
232,2,0.340633,18.000000,14396.585938,0.414371,0.636187,anonymous,,2026-04-12T19:56:37
233,2,0.315505,41.000000,23136.453857,0.375738,0.718352,anonymous,,2026-04-12T19:56:39
234,1,0.237818,10.000000,7114.524414,0.402803,0.745943,anonymous,,2026-04-12T19:56:41
235,0,0.190899,16.000000,16415.367188,0.396497,0.472588,anonymous,,2026-04-12T19:56:42
236,0,0.146256,12.000000,10927.167725,0.442290,0.397294,anonymous,,2026-04-12T19:56:42
237,3,0.430600,15.000000,6179.520508,0.389912,0.917469,anonymous,,2026-04-12T19:56:43
238,0,0.218654,40.000000,18055.699951,0.264618,0.395515,anonymous,,2026-04-12T19:56:44
239,2,0.252773,15.000000,11313.119629,0.359449,0.616713,anonymous,,2026-04-12T19:56:45
240,1,0.368624,40.000000,16990.964844,0.321206,0.895412,anonymous,,2026-04-12T19:56:46
241,0,0.211752,44.000000,14412.061768,0.400396,0.372506,anonymous,,2026-04-12T19:56:46
242,0,0.231624,44.000000,19881.480225,0.210796,0.438745,anonymous,,2026-04-12T19:56:47
243,1,0.339680,46.000000,17446.604004,0.385201,0.798934,anonymous,,2026-04-12T19:56:51
244,0,0.239361,45.000000,16479.355225,0.279801,0.464538,anonymous,,2026-04-12T19:56:52
245,0,0.246161,37.000000,11159.494385,0.209459,0.487205,anonymous,,2026-04-12T19:56:53
246,3,0.534442,45.000000,6410.452148,0.550745,0.944457,anonymous,,2026-04-12T19:56:54
247,1,0.221729,13.000000,16162.893066,0.276096,0.616124,anonymous,,2026-04-12T19:56:55
248,0,0.238587,42.000000,19190.760010,0.183758,0.461957,anonymous,,2026-04-12T19:56:56
249,1,0.338408,10.000000,6647.946289,0.563539,0.918147,anonymous,,2026-04-12T19:56:58
250,0,0.199644,47.000000,15506.287109,0.371196,0.332148,anonymous,,2026-04-12T19:56:59
251,2,0.500443,20.000000,17446.547119,0.256734,0.926429,anonymous,,2026-04-12T19:57:00
252,2,0.343869,19.000000,6356.467773,0.188678,0.696468,anonymous,,2026-04-12T19:57:02
253,0,0.173229,20.000000,14994.435303,0.306816,0.335714,anonymous,,2026-04-12T19:57:02
254,0,0.246143,45.000000,15402.772949,0.347862,0.487142,anonymous,,2026-04-12T19:57:03
255,3,0.368480,17.000000,16749.663818,0.210980,0.917692,anonymous,,2026-04-12T19:57:09
256,1,0.298880,15.000000,13059.026611,0.366271,0.636771,anonymous,,2026-04-12T19:57:12
257,0,0.246621,40.000000,15496.337891,0.204873,0.488736,anonymous,,2026-04-12T19:57:12
258,3,0.686027,5.000000,4670.968994,0.775801,0.894481,anonymous,,2026-04-12T19:57:14
259,0,0.188103,50.000000,12178.287842,0.474091,0.293677,anonymous,,2026-04-12T19:57:14
260,0,0.203677,42.000000,16137.448486,0.466433,0.345589,anonymous,,2026-04-12T19:57:15
261,2,0.336304,39.000000,24972.362549,0.310647,0.787680,anonymous,,2026-04-12T19:57:16
262,1,0.235215,13.000000,9164.364502,0.454796,0.550714,anonymous,,2026-04-12T19:57:17
263,0,0.202659,43.000000,21429.241699,0.269496,0.342198,anonymous,,2026-04-12T19:57:18
264,1,0.300703,22.000000,10838.526123,0.266676,0.721642,anonymous,,2026-04-12T19:57:18
265,0,0.231636,46.000000,19116.404297,0.202335,0.438788,anonymous,,2026-04-12T19:57:21
266,0,0.247831,47.000000,19893.646240,0.223389,0.492770,anonymous,,2026-04-12T19:57:21
267,3,0.327501,18.000000,3395.864746,0.405812,0.888942,anonymous,,2026-04-12T19:57:25
268,0,0.222732,19.000000,17181.620117,0.249703,0.520217,anonymous,,2026-04-12T19:57:25
269,0,0.214056,23.000000,16455.326904,0.232939,0.413325,anonymous,,2026-04-12T19:57:26
270,3,0.330622,17.000000,15688.430420,0.244496,0.918837,anonymous,,2026-04-12T19:57:27
271,2,0.291965,14.000000,13135.300781,0.380118,0.631227,anonymous,,2026-04-12T19:57:28
272,1,0.258229,20.000000,17915.395020,0.239797,0.619049,anonymous,,2026-04-12T19:57:29
273,0,0.271643,19.000000,11005.851074,0.501096,0.683255,anonymous,,2026-04-12T19:57:29
274,0,0.200007,47.000000,20912.131104,0.309162,0.333356,anonymous,,2026-04-12T19:57:30
275,0,0.177635,38.000000,20314.283203,0.279529,0.258782,anonymous,,2026-04-12T19:57:31
276,1,0.279395,10.000000,12526.544922,0.260270,0.884532,anonymous,,2026-04-12T19:57:33
277,1,0.297142,15.000000,14393.811768,0.339507,0.631272,anonymous,,2026-04-12T19:57:34
278,0,0.180870,44.000000,14779.887939,0.332522,0.269565,anonymous,,2026-04-12T19:57:34
279,1,0.490022,51.000000,3542.605469,0.616589,0.926148,anonymous,,2026-04-12T19:57:35
280,0,0.175567,14.000000,14915.700439,0.387273,0.460466,anonymous,,2026-04-12T19:57:36
281,0,0.198542,22.000000,19432.526123,0.309655,0.381105,anonymous,,2026-04-12T19:57:37
282,3,0.257440,6.000000,8100.441406,0.433173,0.858132,anonymous,,2026-04-12T19:57:38
283,1,0.347724,19.000000,15177.216064,0.322333,0.641581,anonymous,,2026-04-12T19:57:40
284,0,0.202308,47.000000,17412.955322,0.367012,0.341028,anonymous,,2026-04-12T19:57:40
