pair_id,label,similarity_score,annotator,note,timestamp
257,0,0.246621,K,,2026-03-19T14:15:48
258,2,0.685785,K,,2026-03-19T14:15:51
259,0,0.188103,K,,2026-03-19T14:15:52
260,0,0.203677,K,,2026-03-19T14:15:52
261,1,0.230174,K,,2026-03-19T14:15:53
262,0,0.235215,K,,2026-03-19T14:15:54
263,0,0.202659,K,,2026-03-19T14:15:55
264,1,0.328484,K,,2026-03-19T14:15:56
265,0,0.231636,K,,2026-03-19T14:15:57
266,0,0.247831,K,,2026-03-19T14:15:58
267,2,0.590029,K,,2026-03-19T14:16:00
268,0,0.222732,K,,2026-03-19T14:16:01
269,0,0.214056,K,,2026-03-19T14:16:02
270,2,0.480699,K,,2026-03-19T14:16:03
271,1,0.291965,K,,2026-03-19T14:16:05
272,1,0.258229,K,,2026-03-19T14:16:09
273,2,0.353248,K,,2026-03-19T14:16:11
274,0,0.200007,K,,2026-03-19T14:16:12
275,0,0.177635,K,,2026-03-19T14:16:13
276,2,0.391729,K,,2026-03-19T14:16:18
277,1,0.297142,K,,2026-03-19T14:16:19
278,0,0.180870,K,,2026-03-19T14:16:19
279,0,0.308371,K,,2026-03-19T14:16:21
280,0,0.175567,K,,2026-03-19T14:16:22
281,0,0.198542,K,,2026-03-19T14:16:23
282,1,0.258396,K,,2026-03-19T14:16:23
283,1,0.347724,K,,2026-03-19T14:16:25
284,0,0.202308,K,,2026-03-19T14:16:25
285,0,0.256037,K,,2026-03-19T14:16:26
286,0,0.170768,K,,2026-03-19T14:16:27
287,0,0.193844,K,,2026-03-19T14:16:28
288,2,0.606982,K,,2026-03-19T14:16:29
289,0,0.239490,K,,2026-03-19T14:16:30
290,0,0.212203,K,,2026-03-19T14:16:31
291,3,0.282505,K,,2026-03-19T14:16:33
292,0,0.248207,K,,2026-03-19T14:16:34
293,0,0.170526,K,,2026-03-19T14:16:35
294,1,0.461669,K,,2026-03-19T14:16:36
295,0,0.212324,K,,2026-03-19T14:16:37
296,0,0.237445,K,,2026-03-19T14:16:37
297,1,0.500961,K,,2026-03-19T14:16:39
298,0,0.233008,K,,2026-03-19T14:16:40
299,0,0.177311,K,,2026-03-19T14:16:40
300,1,0.273013,K,,2026-03-19T14:16:42
301,0,0.251143,K,,2026-03-19T14:16:42
302,1,0.261194,K,,2026-03-19T14:16:43
303,1,0.246621,K,,2026-03-19T14:16:44
304,0,0.206167,K,,2026-03-19T14:16:45
305,0,0.165490,K,,2026-03-19T14:16:45
306,1,0.241261,K,,2026-03-19T14:16:47
307,2,0.843718,K,,2026-03-19T14:16:48
308,0,0.207747,K,,2026-03-19T14:16:49
309,2,0.501651,K,,2026-03-19T14:16:50
310,0,0.178485,K,,2026-03-19T14:16:51
311,0,0.235315,K,,2026-03-19T14:16:52
312,0,,K,,2026-03-19T14:16:57
313,0,0.135332,K,,2026-03-19T14:16:59
314,1,0.321900,K,,2026-03-19T14:17:02
315,3,0.600842,K,,2026-03-19T14:17:03
316,0,0.206157,K,,2026-03-19T14:17:04
317,0,0.230993,K,,2026-03-19T14:17:05
318,2,0.456184,K,,2026-03-19T14:17:06
319,0,0.235745,K,,2026-03-19T14:17:07
320,0,0.244482,K,,2026-03-19T14:17:08
321,1,0.326092,K,,2026-03-19T14:17:09
322,0,0.237029,K,,2026-03-19T14:17:10
323,0,0.176873,K,,2026-03-19T14:17:10
324,1,0.552811,K,,2026-03-19T14:17:11
325,0,0.199342,K,,2026-03-19T14:17:12
326,0,0.163701,K,,2026-03-19T14:17:13
327,1,0.328952,K,,2026-03-19T14:17:14
328,1,0.320848,K,,2026-03-19T14:17:15
329,0,0.231025,K,,2026-03-19T14:17:16
330,1,0.264861,K,,2026-03-19T14:17:19
331,2,0.357079,K,,2026-03-19T14:17:20
332,0,0.204908,K,,2026-03-19T14:17:21
333,2,0.579741,K,,2026-03-19T14:17:22
334,0,0.168977,K,,2026-03-19T14:17:23
335,0,0.219688,K,,2026-03-19T14:17:23
336,2,0.370492,K,,2026-03-19T14:17:25
337,0,0.219159,K,,2026-03-19T14:17:26
338,1,0.279284,K,,2026-03-19T14:17:27
339,2,0.324005,K,,2026-03-19T14:17:29
340,2,0.515586,K,,2026-03-19T14:17:30
341,0,0.161162,K,,2026-03-19T14:17:31
342,0,0.267649,K,,2026-03-19T14:17:32
343,0,0.187247,K,,2026-03-19T14:17:33
344,0,0.174166,K,,2026-03-19T14:17:34
345,0,0.252496,K,,2026-03-19T14:17:35
346,0,0.182480,K,,2026-03-19T14:17:35
347,0,0.219771,K,,2026-03-19T14:17:36
348,0,0.238407,K,,2026-03-19T14:17:37
349,0,0.183617,K,,2026-03-19T14:17:38
350,0,0.165798,K,,2026-03-19T14:17:38
351,3,0.633424,K,,2026-03-19T14:17:41
352,0,0.181509,K,,2026-03-19T14:17:41
353,0,0.176543,K,,2026-03-19T14:17:42
354,1,0.365766,K,,2026-03-19T14:17:44
355,0,0.159143,K,,2026-03-19T14:17:44
356,0,0.214445,K,,2026-03-19T14:17:45
357,1,0.331244,K,,2026-03-19T14:17:46
358,0,0.272001,K,,2026-03-19T14:17:46
359,0,0.224138,K,,2026-03-19T14:17:47
360,1,0.250214,K,,2026-03-19T14:17:48
361,0,0.197284,K,,2026-03-19T14:17:48
362,0,0.222350,K,,2026-03-19T14:17:49
363,1,0.484923,K,,2026-03-19T14:17:51
364,0,0.201472,K,,2026-03-19T14:17:52
365,0,0.139631,K,,2026-03-19T14:17:52
366,1,0.268615,K,,2026-03-19T14:17:54
367,0,0.199203,K,,2026-03-19T14:17:54
368,3,0.784813,K,,2026-03-19T14:17:57
369,1,0.460747,K,,2026-03-19T14:17:58
370,1,0.255090,K,,2026-03-19T14:18:34
371,0,0.222390,K,,2026-03-19T14:18:34
372,2,0.455514,K,,2026-03-19T14:18:37
373,0,0.140992,K,,2026-03-19T14:18:37
374,0,0.213391,K,,2026-03-19T14:18:38
375,2,0.462204,K,,2026-03-19T14:18:39
376,0,0.228434,K,,2026-03-19T14:18:40
377,0,0.210919,K,,2026-03-19T14:18:40
378,3,0.500042,K,,2026-03-19T14:18:42
379,0,0.149875,K,,2026-03-19T14:18:42
380,0,0.187924,K,,2026-03-19T14:18:43
381,2,0.384674,K,,2026-03-19T14:18:44
382,0,0.234744,K,,2026-03-19T14:18:45
383,0,0.191375,K,,2026-03-19T14:18:46
384,0,0.281531,K,,2026-03-19T14:18:48
385,0,0.247793,K,,2026-03-19T14:18:49
386,0,0.241627,K,,2026-03-19T14:18:49
387,0,0.261107,K,,2026-03-19T14:18:50
388,0,0.195644,K,,2026-03-19T14:18:51
389,0,0.198715,K,,2026-03-19T14:18:51
390,2,0.325985,K,,2026-03-19T14:18:52
391,0,0.287708,K,,2026-03-19T14:18:53
392,0,0.133259,K,,2026-03-19T14:18:54
393,2,0.334624,K,,2026-03-19T14:19:20
394,0,0.218693,K,,2026-03-19T14:19:21
395,2,0.520649,K,,2026-03-19T14:19:23
396,2,0.515156,K,,2026-03-19T14:19:24
397,0,0.240444,K,,2026-03-19T14:19:24
398,0,0.217645,K,,2026-03-19T14:19:25
399,2,0.311261,K,,2026-03-19T14:19:28
400,0,0.192911,K,,2026-03-19T14:24:55
401,0,0.252042,K,,2026-03-19T14:24:56
402,2,0.345560,K,,2026-03-19T14:24:58
403,0,0.183474,K,,2026-03-19T14:24:58
404,0,0.217033,K,,2026-03-19T14:24:59
405,1,0.354963,K,,2026-03-19T14:25:00
406,1,0.250809,K,,2026-03-19T14:25:01
407,0,0.176632,K,,2026-03-19T14:25:02
408,0,0.465062,K,,2026-03-19T14:25:04
409,1,0.394017,K,,2026-03-19T14:25:05
410,0,0.198879,K,,2026-03-19T14:25:06
411,0,0.246657,K,,2026-03-19T14:25:07
412,0,0.143665,K,,2026-03-19T14:25:08
413,0,0.180430,K,,2026-03-19T14:25:09
414,2,0.409968,K,,2026-03-19T14:25:12
415,1,0.263429,K,,2026-03-19T14:25:13
416,0,0.192384,K,,2026-03-19T14:25:13
417,1,0.418171,K,,2026-03-19T14:25:14
418,0,0.234174,K,,2026-03-19T14:25:15
419,0,0.211506,K,,2026-03-19T14:25:16
420,2,0.367596,K,,2026-03-19T14:25:17
421,0,0.201587,K,,2026-03-19T14:25:18
422,0,0.222550,K,,2026-03-19T14:25:18
423,2,0.541113,K,,2026-03-19T14:25:23
424,0,0.247905,K,,2026-03-19T14:25:24
425,0,0.187506,K,,2026-03-19T14:25:24
426,3,0.373322,K,,2026-03-19T14:25:27
427,0,0.180064,K,,2026-03-19T14:25:27
428,0,0.202184,K,,2026-03-19T14:25:28
429,1,0.277302,K,,2026-03-19T14:25:29
430,0,0.240081,K,,2026-03-19T14:25:30
431,0,0.211743,K,,2026-03-19T14:25:30
432,1,0.298332,K,,2026-03-19T14:25:59
433,0,0.231753,K,,2026-03-19T14:26:00
434,0,0.205724,K,,2026-03-19T14:26:00
435,2,0.414404,K,,2026-03-19T14:26:02
436,0,0.198152,K,,2026-03-19T14:26:03
437,0,0.176387,K,,2026-03-19T14:26:04
438,2,0.357139,K,,2026-03-19T14:26:06
439,0,0.246472,K,,2026-03-19T14:26:07
440,0,0.219634,K,,2026-03-19T14:26:08
441,2,0.386893,K,,2026-03-19T14:26:09
442,0,0.230938,K,,2026-03-19T14:26:10
443,0,0.212935,K,,2026-03-19T14:26:11
444,2,0.404773,K,,2026-03-19T14:26:14
445,1,0.360904,K,,2026-03-19T14:26:15
446,0,0.180339,K,,2026-03-19T14:26:15
447,2,0.521786,K,,2026-03-19T14:26:17
448,0,0.174246,K,,2026-03-19T14:26:17
449,2,0.429829,K,,2026-03-19T14:26:20
450,0,0.284062,K,,2026-03-19T14:26:21
451,0,0.253412,K,,2026-03-19T14:26:22
452,2,0.345898,K,,2026-03-19T14:26:24
453,0,0.272842,K,,2026-03-19T14:26:25
454,2,0.598257,K,,2026-03-19T14:26:27
455,0,0.236217,K,,2026-03-19T14:26:28
456,2,0.607034,K,,2026-03-19T14:26:29
457,2,0.490176,K,,2026-03-19T14:26:30
458,0,0.240780,K,,2026-03-19T14:26:31
459,1,0.448420,K,,2026-03-19T14:26:36
460,0,0.227861,K,,2026-03-19T14:26:36
461,1,0.287343,K,,2026-03-19T14:26:38
462,3,0.360515,K,,2026-03-19T14:26:39
463,0,0.205622,K,,2026-03-19T14:26:40
464,0,0.200463,K,,2026-03-19T14:26:41
465,1,0.343542,K,,2026-03-19T14:26:42
466,0,0.214606,K,,2026-03-19T14:26:42
467,0,0.178928,K,,2026-03-19T14:26:43
468,2,0.298737,K,,2026-03-19T14:26:44
469,2,0.514186,K,,2026-03-19T14:26:46
470,1,0.257505,K,,2026-03-19T14:26:47
471,0,0.281176,K,,2026-03-19T14:26:48
472,0,0.203145,K,,2026-03-19T14:26:49
473,0,0.178758,K,,2026-03-19T14:26:50
474,2,0.353540,K,,2026-03-19T14:26:52
475,0,0.209947,K,,2026-03-19T14:26:52
476,0,0.218024,K,,2026-03-19T14:26:53
477,1,0.314702,K,,2026-03-19T14:26:54
478,0,0.217006,K,,2026-03-19T14:26:54
479,2,0.515442,K,,2026-03-19T14:26:57
480,3,0.765491,K,,2026-03-19T14:26:59
481,0,0.207203,K,,2026-03-19T14:27:00
482,0,0.175971,K,,2026-03-19T14:27:01
483,1,0.445632,K,,2026-03-19T14:27:03
484,0,0.216448,K,,2026-03-19T14:27:03
485,0,0.201949,K,,2026-03-19T14:27:04
486,1,0.476974,K,,2026-03-19T14:27:05
487,0,0.220126,K,,2026-03-19T14:27:07
488,0,0.194296,K,,2026-03-19T14:27:08
489,1,0.581309,K,,2026-03-19T14:27:09
490,0,0.228669,K,,2026-03-19T14:27:09
491,0,0.210812,K,,2026-03-19T14:27:10
492,1,0.367031,K,,2026-03-19T14:27:11
493,0,0.273473,K,,2026-03-19T14:27:11
494,1,0.277868,K,,2026-03-19T14:27:12
495,1,0.282008,K,,2026-03-19T14:27:13
496,0,0.180052,K,,2026-03-19T14:27:14
497,0,0.182773,K,,2026-03-19T14:27:15
498,1,0.253331,K,,2026-03-19T14:27:15
499,0,0.202099,K,,2026-03-19T14:27:16
500,0,0.198299,K,,2026-03-19T14:27:17
1,0,,K,,2026-03-19T14:32:42
2,0,,K,,2026-03-19T14:32:42
3,0,,K,,2026-03-19T14:32:43
4,0,,K,,2026-03-19T14:32:43
5,0,,K,,2026-03-19T14:32:43
6,0,,K,,2026-03-19T14:32:43
7,0,,K,,2026-03-19T14:32:43
8,0,,K,,2026-03-19T14:32:43
9,0,,K,,2026-03-19T14:32:44
10,0,,K,,2026-03-19T14:32:44
11,0,,K,,2026-03-19T14:32:44
12,0,,K,,2026-03-19T14:32:44
13,0,,K,,2026-03-19T14:32:44
14,0,,K,,2026-03-19T14:32:45
15,0,,K,,2026-03-19T14:32:45
16,0,,K,,2026-03-19T14:32:45
17,0,,K,,2026-03-19T14:32:45
18,0,,K,,2026-03-19T14:32:46
19,0,,K,,2026-03-19T14:32:46
20,0,,K,,2026-03-19T14:32:46
21,0,,K,,2026-03-19T14:32:46
22,0,,K,,2026-03-19T14:32:46
23,0,,K,,2026-03-19T14:32:46
24,0,,K,,2026-03-19T14:32:47
24,0,,K,,2026-03-19T14:32:47
24,0,0.339513,K,,2026-03-19T14:32:47
26,0,0.138975,K,,2026-03-19T14:32:48
27,0,0.493451,K,,2026-03-19T14:32:48
28,0,0.198834,K,,2026-03-19T14:32:48
29,0,0.210698,K,,2026-03-19T14:32:49
30,0,0.232956,K,,2026-03-19T14:32:49
31,0,0.254276,K,,2026-03-19T14:32:49
32,0,0.168611,K,,2026-03-19T14:32:50
33,0,0.573671,K,,2026-03-19T14:32:50
34,0,0.213660,K,,2026-03-19T14:32:51
35,0,0.221209,K,,2026-03-19T14:32:51
36,0,0.429717,K,,2026-03-19T14:32:51
37,0,0.247748,K,,2026-03-19T14:32:52
38,0,0.270995,K,,2026-03-19T14:32:52
39,0,0.366725,K,,2026-03-19T14:32:52
40,0,0.240876,K,,2026-03-19T14:32:52
41,0,0.211206,K,,2026-03-19T14:32:53
42,0,0.403032,K,,2026-03-19T14:32:53
43,0,0.214007,K,,2026-03-19T14:32:53
44,0,0.200790,K,,2026-03-19T14:32:53
45,0,0.253391,K,,2026-03-19T14:32:54
46,0,0.225549,K,,2026-03-19T14:32:54
47,0,0.244858,K,,2026-03-19T14:32:54
48,0,0.238117,K,,2026-03-19T14:32:55
49,0,0.117468,K,,2026-03-19T14:32:55
50,0,0.219102,K,,2026-03-19T14:32:55
